IncidntNum,Category,Descript,DayOfWeek,Date,PdDistrict,Resolution,X,Y,Location
140722645,ASSAULT,BATTERY,Wednesday,08/27/2014,INGLESIDE,"ARREST, CITED",-122.406551026517,37.7131229843783,"(37.7131229843783, -122.406551026517)"
140723580,TRESPASS,TRESPASSING,Wednesday,08/27/2014,CENTRAL,NONE,-122.408628750593,37.7892541580597,"(37.7892541580597, -122.408628750593)"
140719818,MISSING PERSON,MISSING JUVENILE,Tuesday,08/26/2014,INGLESIDE,NONE,-122.434881800612,37.7227377050016,"(37.7227377050016, -122.434881800612)"
140719539,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,08/26/2014,NORTHERN,"ARREST, BOOKED",-122.419930111611,37.7868262082453,"(37.7868262082453, -122.419930111611)"
140718428,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.407907432692,37.7816524539447,"(37.7816524539447, -122.407907432692)"
140717442,ASSAULT,THREATS AGAINST LIFE,Tuesday,08/26/2014,MISSION,NONE,-122.419473094737,37.763426176975,"(37.763426176975, -122.419473094737)"
140718638,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,08/26/2014,TENDERLOIN,"ARREST, BOOKED",-122.407917102537,37.785591385868,"(37.785591385868, -122.407917102537)"
140722156,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,08/26/2014,MISSION,NONE,-122.43067197304,37.7626197989089,"(37.7626197989089, -122.43067197304)"
140717646,NON-CRIMINAL,AIDED CASE,Tuesday,08/26/2014,INGLESIDE,NONE,-122.442364847195,37.7178523405938,"(37.7178523405938, -122.442364847195)"
140717834,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.412515341356,37.7804777480805,"(37.7804777480805, -122.412515341356)"
146173755,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,SOUTHERN,NONE,-122.388190455114,37.7847731760893,"(37.7847731760893, -122.388190455114)"
140718854,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.399818081175,37.7774605549962,"(37.7774605549962, -122.399818081175)"
140719313,BURGLARY,"BURGLARY OF WAREHOUSE, UNLAWFUL ENTRY",Tuesday,08/26/2014,BAYVIEW,NONE,-122.398574595063,37.7400813455905,"(37.7400813455905, -122.398574595063)"
140717624,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,08/26/2014,INGLESIDE,NONE,-122.441565382109,37.7122150573352,"(37.7122150573352, -122.441565382109)"
140716808,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,08/26/2014,SOUTHERN,NONE,-122.423654655306,37.7717351872263,"(37.7717351872263, -122.423654655306)"
140718315,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,08/26/2014,MISSION,NONE,-122.422082218298,37.7592187296239,"(37.7592187296239, -122.422082218298)"
146173943,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.407904730522,37.7940589735318,"(37.7940589735318, -122.407904730522)"
146174098,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.395610495367,37.7937582324354,"(37.7937582324354, -122.395610495367)"
140726380,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,08/26/2014,CENTRAL,NONE,-122.397988793849,37.7952771203486,"(37.7952771203486, -122.397988793849)"
140718105,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,08/26/2014,SOUTHERN,"ARREST, CITED",-122.404866350443,37.7850112938418,"(37.7850112938418, -122.404866350443)"
140721211,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,08/26/2014,BAYVIEW,NONE,-122.402650730736,37.7256967713507,"(37.7256967713507, -122.402650730736)"
140719216,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,RICHMOND,NONE,-122.465838183623,37.7724965522563,"(37.7724965522563, -122.465838183623)"
140716795,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Tuesday,08/26/2014,PARK,NONE,-122.457748190436,37.7660050862108,"(37.7660050862108, -122.457748190436)"
146173777,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,SOUTHERN,NONE,-122.388784430412,37.7868979973773,"(37.7868979973773, -122.388784430412)"
140719664,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,08/26/2014,BAYVIEW,"ARREST, BOOKED",-122.404545375381,37.7343432224038,"(37.7343432224038, -122.404545375381)"
140719012,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,08/26/2014,TENDERLOIN,"ARREST, BOOKED",-122.407567826112,37.7865024401487,"(37.7865024401487, -122.407567826112)"
146173868,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,08/26/2014,PARK,NONE,-122.435510227504,37.7665410267629,"(37.7665410267629, -122.435510227504)"
140719501,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/26/2014,BAYVIEW,NONE,-122.387476716439,37.7211095616023,"(37.7211095616023, -122.387476716439)"
146174101,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.396632122566,37.7855305311634,"(37.7855305311634, -122.396632122566)"
140718525,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,08/26/2014,PARK,"ARREST, BOOKED",-122.446440659166,37.7757717531951,"(37.7757717531951, -122.446440659166)"
140719341,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,Tuesday,08/26/2014,MISSION,"ARREST, BOOKED",-122.418579152821,37.7671372282437,"(37.7671372282437, -122.418579152821)"
140716698,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,08/26/2014,RICHMOND,NONE,-122.464803764658,37.7809582993953,"(37.7809582993953, -122.464803764658)"
140719523,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/26/2014,MISSION,"ARREST, CITED",-122.414544668561,37.7572992974398,"(37.7572992974398, -122.414544668561)"
140717094,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/26/2014,TARAVAL,NONE,-122.481406939842,37.7410349215539,"(37.7410349215539, -122.481406939842)"
140718434,ASSAULT,BATTERY,Tuesday,08/26/2014,BAYVIEW,NONE,-122.393526326012,37.7373529004209,"(37.7373529004209, -122.393526326012)"
140719335,ASSAULT,WILLFUL CRUELTY TO CHILD,Tuesday,08/26/2014,TARAVAL,NONE,-122.495120976737,37.7436306436526,"(37.7436306436526, -122.495120976737)"
140718230,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,08/26/2014,PARK,"ARREST, CITED",-122.437915888734,37.7753513011914,"(37.7753513011914, -122.437915888734)"
146173761,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.391004273278,37.7925182655402,"(37.7925182655402, -122.391004273278)"
140719589,ASSAULT,THREATS AGAINST LIFE,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.422028627574,37.7729233680435,"(37.7729233680435, -122.422028627574)"
140718359,SUICIDE,ATTEMPTED SUICIDE,Tuesday,08/26/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140719200,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/26/2014,RICHMOND,NONE,-122.465838183623,37.7724965522563,"(37.7724965522563, -122.465838183623)"
140717743,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.411874120577,37.7776176281322,"(37.7776176281322, -122.411874120577)"
140719181,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,08/26/2014,NORTHERN,"ARREST, BOOKED",-122.428200041641,37.7876578596613,"(37.7876578596613, -122.428200041641)"
140716795,NON-CRIMINAL,FOUND PROPERTY,Tuesday,08/26/2014,PARK,NONE,-122.457748190436,37.7660050862108,"(37.7660050862108, -122.457748190436)"
146172898,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,PARK,NONE,-122.443831815703,37.7818719306996,"(37.7818719306996, -122.443831815703)"
140718826,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.40373480614,37.7973650323807,"(37.7973650323807, -122.40373480614)"
140718092,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,08/26/2014,TENDERLOIN,"ARREST, BOOKED",-122.409313111431,37.7843478513448,"(37.7843478513448, -122.409313111431)"
140716682,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,08/26/2014,MISSION,NONE,-122.41794413363,37.758038627265,"(37.758038627265, -122.41794413363)"
146174640,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,BAYVIEW,NONE,-122.41525784888,37.7263234001457,"(37.7263234001457, -122.41525784888)"
140717696,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,08/26/2014,RICHMOND,NONE,-122.455432489073,37.7813303657347,"(37.7813303657347, -122.455432489073)"
140718876,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.406659517434,37.7850491022993,"(37.7850491022993, -122.406659517434)"
140720542,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,08/26/2014,BAYVIEW,NONE,-122.3875469376,37.759883834084,"(37.759883834084, -122.3875469376)"
140720100,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,08/26/2014,TARAVAL,NONE,-122.465182420085,37.7162750417812,"(37.7162750417812, -122.465182420085)"
140720633,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,08/26/2014,CENTRAL,NONE,-122.397647423846,37.7995939759589,"(37.7995939759589, -122.397647423846)"
140719147,LOITERING,LOITERS AROUND PUBLIC TOILET FOR LEWD ACT,Tuesday,08/26/2014,BAYVIEW,"ARREST, BOOKED",-122.40685393993,37.7393801941947,"(37.7393801941947, -122.40685393993)"
140719614,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.408899279016,37.8071620563585,"(37.8071620563585, -122.408899279016)"
146173971,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,SOUTHERN,NONE,-122.399617558782,37.7807906550364,"(37.7807906550364, -122.399617558782)"
140721249,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,08/26/2014,INGLESIDE,NONE,-122.428126404416,37.7264345037905,"(37.7264345037905, -122.428126404416)"
140717210,WARRANTS,WARRANT ARREST,Tuesday,08/26/2014,INGLESIDE,"ARREST, BOOKED",-122.420977424793,37.71328459972,"(37.71328459972, -122.420977424793)"
140719404,ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,08/26/2014,BAYVIEW,"ARREST, BOOKED",-122.383581913838,37.7318395139239,"(37.7318395139239, -122.383581913838)"
140720956,NON-CRIMINAL,FOUND PROPERTY,Tuesday,08/26/2014,TARAVAL,NONE,-122.462230030317,37.723278869262,"(37.723278869262, -122.462230030317)"
140717624,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,INGLESIDE,NONE,-122.441565382109,37.7122150573352,"(37.7122150573352, -122.441565382109)"
140719567,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Tuesday,08/26/2014,RICHMOND,"ARREST, BOOKED",-122.483663577628,37.7801399018428,"(37.7801399018428, -122.483663577628)"
140717373,ASSAULT,BATTERY,Tuesday,08/26/2014,TENDERLOIN,"ARREST, CITED",-122.410955248906,37.7841399509891,"(37.7841399509891, -122.410955248906)"
140716870,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,08/26/2014,TENDERLOIN,"ARREST, BOOKED",-122.416293820935,37.7774936777647,"(37.7774936777647, -122.416293820935)"
140727855,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,MISSION,NONE,-122.416858585627,37.7581693090511,"(37.7581693090511, -122.416858585627)"
146176204,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,08/26/2014,INGLESIDE,NONE,-122.418546342757,37.7402432920813,"(37.7402432920813, -122.418546342757)"
146173852,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,08/26/2014,PARK,NONE,-122.444927320915,37.7703732488691,"(37.7703732488691, -122.444927320915)"
146173642,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140726396,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,MISSION,NONE,-122.426686788763,37.7485561057483,"(37.7485561057483, -122.426686788763)"
140722344,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,BAYVIEW,NONE,-122.391245623019,37.7332252033101,"(37.7332252033101, -122.391245623019)"
140718296,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/26/2014,RICHMOND,NONE,-122.487019920352,37.7819210927445,"(37.7819210927445, -122.487019920352)"
140719103,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,08/26/2014,BAYVIEW,"ARREST, BOOKED",-122.388483091972,37.7335359662572,"(37.7335359662572, -122.388483091972)"
140716585,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,08/26/2014,NORTHERN,NONE,-122.430715428451,37.7819462723124,"(37.7819462723124, -122.430715428451)"
140721227,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,08/26/2014,NORTHERN,NONE,-122.419437394038,37.7820792368458,"(37.7820792368458, -122.419437394038)"
140719501,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,08/26/2014,BAYVIEW,NONE,-122.387476716439,37.7211095616023,"(37.7211095616023, -122.387476716439)"
140719119,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,08/26/2014,TARAVAL,NONE,-122.483061403958,37.7210013237168,"(37.7210013237168, -122.483061403958)"
146177252,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.411189433629,37.7936431898982,"(37.7936431898982, -122.411189433629)"
140718939,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,08/26/2014,MISSION,"ARREST, CITED",-122.413349606369,37.7692198887819,"(37.7692198887819, -122.413349606369)"
140719238,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140717953,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/26/2014,TENDERLOIN,"ARREST, CITED",-122.410955248906,37.7841399509891,"(37.7841399509891, -122.410955248906)"
140719620,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Tuesday,08/26/2014,NORTHERN,NONE,-122.428644398557,37.7799870005533,"(37.7799870005533, -122.428644398557)"
146173313,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,PARK,NONE,-122.450927835424,37.7579963398996,"(37.7579963398996, -122.450927835424)"
140717016,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140720047,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,08/26/2014,SOUTHERN,NONE,-122.402712593282,37.7832596544276,"(37.7832596544276, -122.402712593282)"
140716632,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,08/26/2014,CENTRAL,NONE,-122.419754335265,37.7943528523175,"(37.7943528523175, -122.419754335265)"
140717765,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,08/26/2014,NORTHERN,NONE,-122.422456147633,37.7907781978481,"(37.7907781978481, -122.422456147633)"
140718951,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,08/26/2014,MISSION,NONE,-122.418904204517,37.7570361132566,"(37.7570361132566, -122.418904204517)"
140719131,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,08/26/2014,TENDERLOIN,NONE,-122.412601261914,37.7838976374337,"(37.7838976374337, -122.412601261914)"
140716507,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/26/2014,SOUTHERN,"ARREST, CITED",-122.419952577,37.7702223137032,"(37.7702223137032, -122.419952577)"
140719034,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,CENTRAL,NONE,-122.400748631911,37.7911776792521,"(37.7911776792521, -122.400748631911)"
140722786,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.407151074533,37.7923324683733,"(37.7923324683733, -122.407151074533)"
140716751,NON-CRIMINAL,AIDED CASE,Tuesday,08/26/2014,SOUTHERN,NONE,-122.405314404468,37.7802022094165,"(37.7802022094165, -122.405314404468)"
140717141,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,RICHMOND,PSYCHOPATHIC CASE,-122.492374470766,37.7816741487018,"(37.7816741487018, -122.492374470766)"
140716660,ASSAULT,BATTERY,Tuesday,08/26/2014,TENDERLOIN,NONE,-122.414351480269,37.7840469317216,"(37.7840469317216, -122.414351480269)"
140719006,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,CENTRAL,NONE,-122.400108444834,37.7945998927577,"(37.7945998927577, -122.400108444834)"
140717771,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Tuesday,08/26/2014,CENTRAL,NONE,-122.412078903704,37.7897391550674,"(37.7897391550674, -122.412078903704)"
140719238,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140717129,TRESPASS,TRESPASSING,Tuesday,08/26/2014,NORTHERN,NONE,-122.423547356438,37.797091362169,"(37.797091362169, -122.423547356438)"
140719238,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140719426,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.396310460912,37.7939407154735,"(37.7939407154735, -122.396310460912)"
140719686,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Tuesday,08/26/2014,SOUTHERN,NONE,-122.406481972743,37.7827317885184,"(37.7827317885184, -122.406481972743)"
140721415,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,PARK,NONE,-122.432650598138,37.7658291637562,"(37.7658291637562, -122.432650598138)"
140723693,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,08/26/2014,PARK,NONE,-122.450317430976,37.7743235859548,"(37.7743235859548, -122.450317430976)"
140721998,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,NORTHERN,NONE,-122.43248645426,37.7871799554232,"(37.7871799554232, -122.43248645426)"
140719222,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,MISSION,NONE,-122.411747062829,37.7510350321901,"(37.7510350321901, -122.411747062829)"
140718650,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,08/26/2014,CENTRAL,"ARREST, BOOKED",-122.405849628989,37.7960901236585,"(37.7960901236585, -122.405849628989)"
140719595,WARRANTS,WARRANT ARREST,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.403675173997,37.7751775060495,"(37.7751775060495, -122.403675173997)"
140717602,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,08/26/2014,BAYVIEW,NONE,-122.409141583355,37.725507752777,"(37.725507752777, -122.409141583355)"
140717527,OTHER OFFENSES,HARASSING PHONE CALLS,Tuesday,08/26/2014,BAYVIEW,NONE,-122.3945335554,37.7310144287567,"(37.7310144287567, -122.3945335554)"
140718901,TRESPASS,TRESPASSING,Tuesday,08/26/2014,SOUTHERN,"ARREST, CITED",-122.400958875411,37.7877714349116,"(37.7877714349116, -122.400958875411)"
140719448,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,NORTHERN,NONE,-122.439263753521,37.7997525278861,"(37.7997525278861, -122.439263753521)"
146173523,NON-CRIMINAL,LOST PROPERTY,Tuesday,08/26/2014,CENTRAL,NONE,-122.398975284365,37.7969672754285,"(37.7969672754285, -122.398975284365)"
140720166,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,PARK,NONE,-122.447641790802,37.7653791447546,"(37.7653791447546, -122.447641790802)"
140716961,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,08/26/2014,SOUTHERN,NONE,-122.394049761606,37.7950799081236,"(37.7950799081236, -122.394049761606)"
140718951,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,08/26/2014,MISSION,NONE,-122.418904204517,37.7570361132566,"(37.7570361132566, -122.418904204517)"
140720627,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,08/26/2014,BAYVIEW,NONE,-122.388146481454,37.7360672818953,"(37.7360672818953, -122.388146481454)"
140720893,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.40700591265,37.7898710452058,"(37.7898710452058, -122.40700591265)"
140722758,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,08/26/2014,NORTHERN,NONE,-122.423355144447,37.7787466492355,"(37.7787466492355, -122.423355144447)"
140719993,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,08/26/2014,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140722344,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,08/26/2014,BAYVIEW,NONE,-122.391245623019,37.7332252033101,"(37.7332252033101, -122.391245623019)"
140717624,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,08/26/2014,INGLESIDE,NONE,-122.441565382109,37.7122150573352,"(37.7122150573352, -122.441565382109)"
140719335,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,08/26/2014,TARAVAL,NONE,-122.495120976737,37.7436306436526,"(37.7436306436526, -122.495120976737)"
140717743,WARRANTS,WARRANT ARREST,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.411874120577,37.7776176281322,"(37.7776176281322, -122.411874120577)"
140717486,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Tuesday,08/26/2014,MISSION,"ARREST, CITED",-122.406755820318,37.7683986567928,"(37.7683986567928, -122.406755820318)"
140718008,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,TENDERLOIN,PSYCHOPATHIC CASE,-122.413031030236,37.7810191246045,"(37.7810191246045, -122.413031030236)"
140717947,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/26/2014,CENTRAL,"ARREST, CITED",-122.414841330273,37.7865493075086,"(37.7865493075086, -122.414841330273)"
140722532,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,CENTRAL,NONE,-122.406958660602,37.7894347630337,"(37.7894347630337, -122.406958660602)"
140717505,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/26/2014,BAYVIEW,"ARREST, CITED",-122.391648748966,37.7362897861075,"(37.7362897861075, -122.391648748966)"
140718042,LARCENY/THEFT,GRAND THEFT BICYCLE,Tuesday,08/26/2014,SOUTHERN,NONE,-122.41029351969,37.7822305870333,"(37.7822305870333, -122.41029351969)"
146173567,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,08/26/2014,CENTRAL,NONE,-122.403846623514,37.7898284156358,"(37.7898284156358, -122.403846623514)"
140716507,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Tuesday,08/26/2014,SOUTHERN,"ARREST, CITED",-122.419952577,37.7702223137032,"(37.7702223137032, -122.419952577)"
140719589,KIDNAPPING,FALSE IMPRISONMENT,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.422028627574,37.7729233680435,"(37.7729233680435, -122.422028627574)"
140719589,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.422028627574,37.7729233680435,"(37.7729233680435, -122.422028627574)"
140724118,FRAUD,DEFRAUDING AN INNKEEPER,Tuesday,08/26/2014,TENDERLOIN,"ARREST, BOOKED",-122.408530990682,37.7854398130371,"(37.7854398130371, -122.408530990682)"
140719454,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,TARAVAL,NONE,-122.455079758168,37.7209596898727,"(37.7209596898727, -122.455079758168)"
140718882,TRESPASS,TRESPASSING,Tuesday,08/26/2014,SOUTHERN,NONE,-122.4112948819,37.7813955172249,"(37.7813955172249, -122.4112948819)"
140717527,ASSAULT,THREATS AGAINST LIFE,Tuesday,08/26/2014,BAYVIEW,NONE,-122.3945335554,37.7310144287567,"(37.7310144287567, -122.3945335554)"
140717549,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,08/26/2014,TARAVAL,NONE,-122.475835727279,37.7430086415548,"(37.7430086415548, -122.475835727279)"
140718020,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,08/26/2014,SOUTHERN,JUVENILE CITED,-122.406659517434,37.7850491022993,"(37.7850491022993, -122.406659517434)"
140719658,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,08/26/2014,MISSION,"ARREST, CITED",-122.418596727459,37.7538382048797,"(37.7538382048797, -122.418596727459)"
140718757,WARRANTS,WARRANT ARREST,Tuesday,08/26/2014,SOUTHERN,"ARREST, BOOKED",-122.412499579078,37.7804430348854,"(37.7804430348854, -122.412499579078)"
140719307,ASSAULT,BATTERY,Tuesday,08/26/2014,NORTHERN,NONE,-122.417999278691,37.785640752694,"(37.785640752694, -122.417999278691)"
146173341,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/26/2014,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140719385,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/26/2014,TENDERLOIN,PSYCHOPATHIC CASE,-122.412601261914,37.7838976374337,"(37.7838976374337, -122.412601261914)"
140717486,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,08/26/2014,MISSION,"ARREST, CITED",-122.406755820318,37.7683986567928,"(37.7683986567928, -122.406755820318)"
