140733250,NON-CRIMINAL,LOST PROPERTY,Sunday,08/31/2014,SOUTHERN,NONE,-122.41248326348,37.7706305911072
140733539,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,08/31/2014,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.7851670875814
146176630,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,08/31/2014,TARAVAL,NONE,-122.463733506368,37.737479030583
140733642,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,08/31/2014,RICHMOND,"ARREST, BOOKED",-122.482372245817,37.7667702165662
140734571,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,INGLESIDE,NONE,-122.421970919029,37.7423752245552
140733426,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,08/31/2014,TENDERLOIN,PSYCHOPATHIC CASE,-122.411985603056,37.7850007113177
140733915,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,08/31/2014,MISSION,NONE,-122.411831325389,37.7514659440773
140732638,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,08/31/2014,TENDERLOIN,NONE,-122.415959191416,37.7840896335745
140733432,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,08/31/2014,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214965
140733432,WARRANTS,WARRANT ARREST,Sunday,08/31/2014,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214965
140733545,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Sunday,08/31/2014,MISSION,NONE,-122.426063200078,37.7598672317356
146177008,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,08/31/2014,CENTRAL,NONE,-122.398859251506,37.7969838270893
140732127,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,08/31/2014,CENTRAL,"ARREST, BOOKED",-122.419439923711,37.801028123655
140732876,ASSAULT,BATTERY,Sunday,08/31/2014,TENDERLOIN,NONE,-122.414854585517,37.784570369827
140733777,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,08/31/2014,MISSION,NONE,-122.434500618371,37.7631205588886
140733432,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,08/31/2014,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214965
140733937,ASSAULT,BATTERY,Sunday,08/31/2014,NORTHERN,NONE,-122.419257894814,37.7751462916836
140732183,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,CENTRAL,NONE,-122.409072732852,37.8080736569063
140734117,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,08/31/2014,TENDERLOIN,"ARREST, CITED",-122.407567826112,37.7865024401487
146177321,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,08/31/2014,TARAVAL,NONE,-122.496694112595,37.7305574452629
140733852,NON-CRIMINAL,LOST PROPERTY,Sunday,08/31/2014,CENTRAL,NONE,-122.407434204569,37.7874944447786
140732597,NON-CRIMINAL,FOUND PROPERTY,Sunday,08/31/2014,RICHMOND,NONE,-122.450746243525,37.7876730495537
140733783,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,08/31/2014,CENTRAL,NONE,-122.402168088575,37.7893117469688
140733272,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,INGLESIDE,NONE,-122.413574507108,37.7471706659902
140733335,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,08/31/2014,MISSION,"ARREST, BOOKED",-122.410731476956,37.7681785365718
140733341,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,08/31/2014,CENTRAL,NONE,-122.419799431133,37.8029252064444
140733551,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Sunday,08/31/2014,CENTRAL,NONE,-122.40833353294,37.7876829825053
140733937,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,08/31/2014,NORTHERN,NONE,-122.419257894814,37.7751462916836
146177202,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,08/31/2014,CENTRAL,NONE,-122.406958660602,37.7894347630337
146177183,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,08/31/2014,CENTRAL,NONE,-122.405402610955,37.7896302267231
140733965,ASSAULT,BATTERY,Sunday,08/31/2014,TENDERLOIN,NONE,-122.408149138412,37.786738185825
140732779,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Sunday,08/31/2014,RICHMOND,NONE,-122.487230767324,37.779942921421
140734258,TRESPASS,TRESPASSING,Sunday,08/31/2014,CENTRAL,"ARREST, CITED",-122.410876077462,37.7923221472574
140733250,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,08/31/2014,SOUTHERN,NONE,-122.41248326348,37.7706305911072
140733636,NON-CRIMINAL,FOUND PROPERTY,Sunday,08/31/2014,SOUTHERN,NONE,-122.403742962696,37.7752316978411
146177218,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,08/31/2014,CENTRAL,NONE,-122.404417620748,37.7963018736036
140733818,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,08/31/2014,MISSION,NONE,-122.435042694073,37.760861354538
140734242,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,08/31/2014,CENTRAL,NONE,-122.417392830334,37.7909741243888
140733169,ASSAULT,THREATS AGAINST LIFE,Sunday,08/31/2014,SOUTHERN,NONE,-122.391044728128,37.7924989939113
140733169,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,08/31/2014,SOUTHERN,NONE,-122.391044728128,37.7924989939113
140734214,FRAUD,DEFRAUDING AN INNKEEPER,Sunday,08/31/2014,CENTRAL,NONE,-122.416539474252,37.8080889169153
140732791,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,08/31/2014,MISSION,PSYCHOPATHIC CASE,-122.417497224055,37.764836523271
140732672,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,SOUTHERN,NONE,-122.408162953857,37.7805345385575
140734327,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,INGLESIDE,NONE,-122.427016818213,37.7234534751554
146176953,NON-CRIMINAL,LOST PROPERTY,Sunday,08/31/2014,CENTRAL,NONE,-122.409851224319,37.7872357017072
140734214,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,08/31/2014,CENTRAL,NONE,-122.416539474252,37.8080889169153
140732020,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,08/31/2014,NORTHERN,NONE,-122.420021977455,37.787489211488
140731931,NON-CRIMINAL,LOCATED PROPERTY,Sunday,08/31/2014,BAYVIEW,"ARREST, BOOKED",-122.387927387609,37.7427030847701
140732058,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,08/31/2014,MISSION,"ARREST, BOOKED",-122.415009359267,37.7503352730133
140732199,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,08/31/2014,RICHMOND,NONE,-122.469272155732,37.7827567901683
140733642,WARRANTS,WARRANT ARREST,Sunday,08/31/2014,RICHMOND,"ARREST, BOOKED",-122.482372245817,37.7667702165662
140728916,OTHER OFFENSES,RESISTING ARREST,Saturday,08/30/2014,RICHMOND,NONE,-122.462267735146,37.7847497141478
140730745,TRESPASS,TRESPASSING,Saturday,08/30/2014,CENTRAL,"ARREST, BOOKED",-122.413750662276,37.8065719416324
140731317,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,08/30/2014,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039697055
140729055,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Saturday,08/30/2014,TARAVAL,"ARREST, BOOKED",-122.471569223936,37.7347048537815
140731743,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,08/30/2014,BAYVIEW,PSYCHOPATHIC CASE,-122.387678391077,37.7515405585945
140733119,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,MISSION,NONE,-122.414233849038,37.7540986882364
140733460,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,CENTRAL,NONE,-122.416093326956,37.7996860372625
140730397,WARRANTS,WARRANT ARREST,Saturday,08/30/2014,BAYVIEW,"ARREST, BOOKED",-122.390164818731,37.7316630694891
140731828,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,08/30/2014,BAYVIEW,"ARREST, CITED",-122.390697630683,37.7347969947646
140732412,NON-CRIMINAL,LOST PROPERTY,Saturday,08/30/2014,MISSION,NONE,-122.437193152373,37.7607584311989
146177246,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2014,CENTRAL,NONE,-122.407309751547,37.7883971527809
140729312,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,08/30/2014,RICHMOND,"ARREST, BOOKED",-122.473244653534,37.784214989303
140729958,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,08/30/2014,TENDERLOIN,JUVENILE CITED,-122.407567826112,37.7865024401487
140730541,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,08/30/2014,CENTRAL,"ARREST, BOOKED",-122.415887451278,37.8089513016416
140730397,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,08/30/2014,BAYVIEW,"ARREST, BOOKED",-122.390164818731,37.7316630694891
140730541,WARRANTS,WARRANT ARREST,Saturday,08/30/2014,CENTRAL,"ARREST, BOOKED",-122.415887451278,37.8089513016416
140728944,ASSAULT,BATTERY,Saturday,08/30/2014,TARAVAL,NONE,-122.460217410253,37.7200222074348
140729055,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,08/30/2014,TARAVAL,"ARREST, BOOKED",-122.471569223936,37.7347048537815
146177105,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,08/30/2014,CENTRAL,NONE,-122.409896610427,37.7880694108793
140731044,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,INGLESIDE,NONE,-122.421607115588,37.743011479548
140731163,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/30/2014,NORTHERN,"ARREST, CITED",-122.431206932079,37.7845681170633
140730397,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,08/30/2014,BAYVIEW,"ARREST, BOOKED",-122.390164818731,37.7316630694891
140731317,WARRANTS,WARRANT ARREST,Saturday,08/30/2014,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039697055
140734026,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,08/30/2014,MISSION,NONE,-122.428765343716,37.7555222254412
146177268,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2014,CENTRAL,NONE,-122.422008950077,37.8054960276774
140730955,ASSAULT,BATTERY,Saturday,08/30/2014,SOUTHERN,"ARREST, CITED",-122.391389210586,37.787572204597
146177274,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2014,CENTRAL,NONE,-122.404443445162,37.7972350306878
140732036,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,TENDERLOIN,NONE,-122.41278401175,37.7850754632353
140730745,WARRANTS,WARRANT ARREST,Saturday,08/30/2014,CENTRAL,"ARREST, BOOKED",-122.413750662276,37.8065719416324
146176975,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/30/2014,CENTRAL,NONE,-122.409063067805,37.7872190540018
140731828,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,08/30/2014,BAYVIEW,"ARREST, CITED",-122.390697630683,37.7347969947646
146176931,NON-CRIMINAL,LOST PROPERTY,Saturday,08/30/2014,CENTRAL,NONE,-122.396310460912,37.7939407154735
146177127,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/30/2014,CENTRAL,NONE,-122.414295532568,37.7923429638602
140729055,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Saturday,08/30/2014,TARAVAL,"ARREST, BOOKED",-122.471569223936,37.7347048537815
146176618,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/30/2014,TARAVAL,NONE,-122.465037066383,37.7406512722681
140731345,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,08/30/2014,CENTRAL,"ARREST, BOOKED",-122.41059544737,37.7908507317251
140731492,WARRANTS,WARRANT ARREST,Saturday,08/30/2014,RICHMOND,"ARREST, BOOKED",-122.466484659012,37.7659334077207
146176969,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/30/2014,CENTRAL,NONE,-122.404735655811,37.7939144090931
146176561,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2014,INGLESIDE,NONE,-122.423801923061,37.7406429884467
140731260,OTHER OFFENSES,CONSPIRACY,Saturday,08/30/2014,RICHMOND,"ARREST, BOOKED",-122.405437785048,37.7794670759149
140731715,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/30/2014,BAYVIEW,"ARREST, CITED",-122.388483091972,37.7335359662572
140732707,NON-CRIMINAL,LOST PROPERTY,Saturday,08/30/2014,TENDERLOIN,NONE,-122.409331771919,37.7862794725531
146176947,NON-CRIMINAL,LOST PROPERTY,Saturday,08/30/2014,SOUTHERN,NONE,-122.394049761606,37.7950799081236
146176997,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/30/2014,CENTRAL,NONE,-122.407321090596,37.799114620369
140732967,NON-CRIMINAL,LOST PROPERTY,Saturday,08/30/2014,TENDERLOIN,NONE,-122.410225059558,37.7861020865471
146176583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2014,INGLESIDE,NONE,-122.43880804195,37.7236014483858
140730290,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Saturday,08/30/2014,TARAVAL,NONE,-122.465214571005,37.7621838244859
140731492,ARSON,ARSON,Saturday,08/30/2014,RICHMOND,"ARREST, BOOKED",-122.466484659012,37.7659334077207
140728198,ASSAULT,BATTERY,Friday,08/29/2014,INGLESIDE,NONE,-122.437482517439,37.7209240476507
140726647,OTHER OFFENSES,RESISTING ARREST,Friday,08/29/2014,BAYVIEW,NONE,-122.403665053977,37.7274489886609
140727902,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,08/29/2014,MISSION,NONE,-122.438548551518,37.7455052251898
140727190,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,08/29/2014,MISSION,PSYCHOPATHIC CASE,-122.4286681077,37.7645077030243
140727316,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039697055
140726556,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Friday,08/29/2014,INGLESIDE,NONE,-122.412575580679,37.738381326482
140727805,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/29/2014,RICHMOND,NONE,-122.465838183623,37.7724965522563
140736301,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,INGLESIDE,UNFOUNDED,-122.438821951292,37.7356685654985
140726089,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,08/29/2014,MISSION,"ARREST, BOOKED",-122.416476305857,37.7541781203031
140732854,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,08/29/2014,BAYVIEW,NONE,-122.43198952115,37.7658980119459
140726017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,08/29/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.403654341019,37.7874217753549
140726227,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,CENTRAL,NONE,-122.404058530625,37.7991726841894
146177315,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,08/29/2014,CENTRAL,NONE,-122.402573952339,37.7918981439179
140727924,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,08/29/2014,INGLESIDE,NONE,-122.421970919029,37.7423752245552
140727833,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.409696355558,37.7817540589008
140726205,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/29/2014,INGLESIDE,"ARREST, CITED",-122.405953128497,37.7091256836156
146177014,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,08/29/2014,CENTRAL,NONE,-122.410077756483,37.788046317472
140726164,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,08/29/2014,MISSION,"ARREST, BOOKED",-122.405709610192,37.7671995253241
140726807,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,08/29/2014,SOUTHERN,PSYCHOPATHIC CASE,-122.401426356775,37.7787444566166
140725990,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Friday,08/29/2014,NORTHERN,NONE,-122.417945928506,37.785587929327
140726619,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,08/29/2014,TARAVAL,NOT PROSECUTED,-122.492583686229,37.7367290184603
140727225,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,08/29/2014,MISSION,NONE,-122.418448186101,37.7522391652921
140726067,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,INGLESIDE,NONE,-122.400863292095,37.7130569311745
140725871,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/29/2014,CENTRAL,"ARREST, CITED",-122.408540374435,37.7887443214187
140725956,PROSTITUTION,INDECENT EXPOSURE - PROSTITUTION RELATED,Friday,08/29/2014,MISSION,"ARREST, CITED",-122.411090794581,37.7617009782031
140727742,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,SOUTHERN,NONE,-122.41910340809,37.7733748682307
140727930,MISSING PERSON,FOUND PERSON,Friday,08/29/2014,RICHMOND,LOCATED,-122.499523421495,37.7771599380585
140727413,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/29/2014,SOUTHERN,NONE,-122.397065737738,37.777858983615
140731226,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,INGLESIDE,NONE,-122.410289334479,37.7707402505945
140726001,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411
140726998,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,08/29/2014,RICHMOND,NOT PROSECUTED,-122.503044583034,37.7787126578997
140727695,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/29/2014,RICHMOND,NONE,-122.465838183623,37.7724965522563
140731094,WARRANTS,WARRANT ARREST,Friday,08/29/2014,CENTRAL,"ARREST, BOOKED",-122.405139711596,37.790654225215
140727946,SUSPICIOUS OCC,SUSPICIOUS PERSON,Friday,08/29/2014,MISSION,NONE,-122.409256144133,37.7543991877112
140726170,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,08/29/2014,SOUTHERN,NONE,-122.399827054528,37.786736730743
140728706,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/29/2014,CENTRAL,"ARREST, CITED",-122.405368796778,37.7975423459294
140728091,MISSING PERSON,MISSING ADULT,Friday,08/29/2014,PARK,NONE,-122.442224924052,37.7657766803659
140727429,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.407413528628,37.7845520146423
140726954,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,08/29/2014,CENTRAL,NONE,-122.396787512525,37.7985402590713
140727548,NON-CRIMINAL,FOUND PROPERTY,Friday,08/29/2014,NORTHERN,NONE,-122.43204217085,37.7797945628895
140728938,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Friday,08/29/2014,RICHMOND,NONE,-122.465838183623,37.7724965522563
140727667,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,08/29/2014,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883318
140727184,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,08/29/2014,INGLESIDE,"ARREST, BOOKED",-122.450118345451,37.7220824844031
140726631,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,08/29/2014,MISSION,NONE,-122.416569016036,37.7555687969486
140725887,WARRANTS,WARRANT ARREST,Friday,08/29/2014,MISSION,"ARREST, BOOKED",-122.413343513435,37.7680235434652
140727322,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,08/29/2014,SOUTHERN,NONE,-122.398075030085,37.7796039715615
140726744,ASSAULT,BATTERY,Friday,08/29/2014,NORTHERN,NONE,-122.429648744749,37.7807803921032
140728035,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/29/2014,SOUTHERN,"ARREST, CITED",-122.400983769855,37.7748078533162
140727429,WARRANTS,WARRANT ARREST,Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.407413528628,37.7845520146423
140725984,OTHER OFFENSES,CONSPIRACY,Friday,08/29/2014,PARK,NONE,-122.452842783657,37.7692088171652
140726095,ASSAULT,BATTERY,Friday,08/29/2014,MISSION,"ARREST, CITED",-122.428203997155,37.7596916918607
140726562,NON-CRIMINAL,FOUND PROPERTY,Friday,08/29/2014,TENDERLOIN,NONE,-122.412601261914,37.7838976374337
140726512,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,08/29/2014,SOUTHERN,NONE,-122.406891743788,37.7830090414449
140725865,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,08/29/2014,NORTHERN,"ARREST, BOOKED",-122.419739837805,37.7858926100011
140727560,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,08/29/2014,NORTHERN,NONE,-122.423976158276,37.7901609310455
140727667,OTHER OFFENSES,RESISTING ARREST,Friday,08/29/2014,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883318
140725893,WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,08/29/2014,CENTRAL,"ARREST, BOOKED",-122.406996764002,37.796848570337
140727065,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,08/29/2014,SOUTHERN,NONE,-122.404109519777,37.777291473235
140728455,ASSAULT,BATTERY,Friday,08/29/2014,NORTHERN,NONE,-122.418600974625,37.7802607511488
140727996,NON-CRIMINAL,LOST PROPERTY,Friday,08/29/2014,INGLESIDE,NONE,-122.452664083398,37.7088054430839
140728518,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,08/29/2014,CENTRAL,"ARREST, BOOKED",-122.408231026261,37.7873594949856
140727930,MISSING PERSON,MISSING ADULT,Friday,08/29/2014,RICHMOND,LOCATED,-122.499523421495,37.7771599380585
140726857,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,08/29/2014,NORTHERN,NONE,-122.433084166837,37.7851499161834
140727316,WARRANTS,WARRANT ARREST,Friday,08/29/2014,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039697055
146177230,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/29/2014,CENTRAL,NONE,-122.407278660793,37.8074190149298
140727946,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,08/29/2014,MISSION,NONE,-122.409256144133,37.7543991877112
140725906,OTHER OFFENSES,RESISTING ARREST,Friday,08/29/2014,RICHMOND,"ARREST, CITED",-122.463231670724,37.7811027340273
140726120,ROBBERY,"ROBBERY, BODILY FORCE",Friday,08/29/2014,MISSION,"ARREST, BOOKED",-122.427439726983,37.7517051329178
140729419,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,INGLESIDE,NONE,-122.437461502349,37.7211650807711
140726170,VEHICLE THEFT,STOLEN TRUCK,Friday,08/29/2014,SOUTHERN,NONE,-122.399827054528,37.786736730743
140727112,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,08/29/2014,CENTRAL,NONE,-122.405840502207,37.792638706782
140725865,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Friday,08/29/2014,NORTHERN,"ARREST, BOOKED",-122.419739837805,37.7858926100011
140726841,ASSAULT,ATTEMPTED MAYHEM WITH A DEADLY WEAPON,Friday,08/29/2014,SOUTHERN,NONE,-122.407163046954,37.7797376339287
140727667,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,08/29/2014,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883318
140726045,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,08/29/2014,PARK,NONE,-122.437262577518,37.7808016285351
